27;44;8;16;12;4;"Sonntag"
10;26;37;8;31;22;"Sonntag"
26;8;42;39;36;14;"Sonntag"
26;35;38;20;42;8;"Sonntag"
38;48;5;10;18;8;"Sonntag"
42;23;17;8;4;18;"Sonntag"
7;47;1;32;8;35;"Montag"
10;12;19;4;25;8;"Sonntag"
48;17;42;8;43;6;"Sonntag"
3;40;48;8;41;14;"Sonntag"
20;24;49;34;8;22;"Sonntag"
36;37;8;45;15;21;"Sonntag"
18;6;2;8;17;35;"Sonntag"
37;29;3;8;38;6;"Sonntag"
34;8;32;46;48;9;"Sonntag"
9;8;36;27;10;15;"Sonntag"
4;38;8;2;30;44;"Sonntag"
47;8;13;7;29;49;"Sonntag"
46;11;18;44;8;12;"Sonntag"
11;25;6;33;29;8;"Sonntag"
21;40;1;14;8;15;"Sonntag"
8;25;22;49;44;17;"Sonntag"
8;3;29;9;18;26;"Sonntag"
31;47;48;25;8;17;"Sonntag"
48;13;20;41;33;8;"Sonntag"
28;6;36;8;14;32;"Sonntag"
8;39;27;10;49;13;"Sonntag"
17;48;33;18;7;8;"Sonntag"
8;47;35;24;41;49;"Sonntag"
46;5;47;45;1;8;"Sonntag"
42;40;8;36;47;20;"Montag"
15;8;27;49;11;42;"Sonntag"
1;25;9;28;2;8;"Sonntag"
24;28;21;13;26;8;"Sonntag"
1;19;23;40;46;8;"Sonntag"
44;8;13;14;30;32;"Sonntag"
27;17;7;16;25;8;"Sonntag"
19;48;43;3;17;8;"Sonntag"
7;23;44;8;12;39;"Sonntag"
47;14;28;8;9;37;"Sonntag"
41;27;19;26;47;8;"Sonntag"
8;4;44;30;28;40;"Sonntag"
19;2;20;37;8;23;"Sonntag"
4;24;26;8;22;38;"Sonntag"
8;42;38;21;1;28;"Sonntag"
35;25;46;47;20;8;"Sonntag"
33;2;45;8;23;4;"Sonntag"
35;8;15;4;10;12;"Sonntag"
29;23;49;13;8;5;"Sonntag"
35;8;18;30;27;15;"Sonntag"
8;12;19;17;21;25;"Sonntag"
13;31;44;8;41;17;"Sonntag"
42;8;43;31;37;38;"Samstag"
4;15;8;44;48;17;"Samstag"
42;21;44;24;8;27;"Samstag"
28;8;40;19;39;36;"Samstag"
47;8;5;39;29;32;"Samstag"
39;8;2;19;1;26;"Samstag"
38;8;19;14;41;43;"Samstag"
34;39;8;43;35;21;"Samstag"
8;19;31;39;1;4;"Samstag"
31;8;23;45;4;48;"Samstag"
45;8;27;29;22;18;"Samstag"
29;5;45;34;8;49;"Samstag"
11;7;34;42;26;8;"Samstag"
18;44;30;41;8;2;"Samstag"
16;18;31;8;43;3;"Samstag"
8;9;3;38;34;13;"Samstag"
27;8;6;21;36;30;"Samstag"
19;27;28;8;5;40;"Samstag"
25;39;36;10;4;8;"Samstag"
21;14;39;8;15;27;"Samstag"
24;8;21;49;46;48;"Samstag"
