12;32;30;49;3;18;"Sonntag"
26;10;3;49;24;38;"Sonntag"
42;16;18;3;37;19;"Sonntag"
45;39;41;49;3;1;"Sonntag"
47;3;43;20;48;42;"Sonntag"
36;3;16;29;25;11;"Sonntag"
6;47;7;33;3;12;"Sonntag"
3;14;35;24;44;32;"Sonntag"
24;35;3;45;40;1;"Sonntag"
4;32;37;14;3;29;"Sonntag"
42;1;2;23;44;3;"Sonntag"
3;40;48;8;41;14;"Sonntag"
49;26;46;45;3;11;"Sonntag"
23;25;3;26;1;14;"Sonntag"
45;26;3;32;47;43;"Sonntag"
30;32;12;34;14;3;"Sonntag"
19;2;26;3;17;12;"Sonntag"
27;25;5;3;22;49;"Sonntag"
37;29;3;8;38;6;"Sonntag"
4;29;44;3;49;30;"Sonntag"
34;42;3;4;43;21;"Sonntag"
8;3;29;9;18;26;"Sonntag"
29;23;35;3;7;37;"Sonntag"
4;34;3;5;14;49;"Sonntag"
12;13;4;3;24;20;"Sonntag"
7;47;43;39;15;3;"Sonntag"
17;36;48;39;44;3;"Montag"
28;9;3;33;41;32;"Sonntag"
19;22;3;29;25;45;"Sonntag"
4;16;12;31;19;3;"Sonntag"
19;9;10;3;18;24;"Sonntag"
22;18;5;13;4;3;"Sonntag"
20;3;31;17;26;21;"Sonntag"
27;39;18;22;3;34;"Sonntag"
5;28;3;43;42;15;"Sonntag"
33;45;37;5;47;3;"Sonntag"
40;34;3;4;10;47;"Sonntag"
27;2;3;35;25;11;"Sonntag"
19;48;43;3;17;8;"Sonntag"
47;46;3;21;37;42;"Sonntag"
20;27;35;30;6;3;"Sonntag"
40;46;19;3;17;29;"Sonntag"
2;3;29;46;11;37;"Sonntag"
3;32;12;30;4;26;"Sonntag"
3;21;10;26;43;11;"Sonntag"
26;11;46;2;3;21;"Sonntag"
23;37;44;3;35;15;"Sonntag"
3;38;24;37;46;12;"Sonntag"
24;23;38;9;33;3;"Sonntag"
33;42;3;13;47;37;"Sonntag"
3;49;4;19;43;34;"Sonntag"
2;1;48;3;5;47;"Montag"
21;20;32;3;29;16;"Sonntag"
3;47;49;24;38;37;"Sonntag"
32;48;3;5;12;25;"Sonntag"
21;6;43;3;12;4;"Sonntag"
44;7;47;39;18;3;"Samstag"
6;19;3;22;12;2;"Samstag"
34;27;3;40;24;23;"Samstag"
22;47;45;29;25;3;"Samstag"
12;7;44;3;33;49;"Samstag"
42;27;3;22;32;16;"Samstag"
42;2;20;37;18;3;"Samstag"
16;18;31;8;43;3;"Samstag"
40;32;41;3;2;30;"Samstag"
8;9;3;38;34;13;"Samstag"
21;3;36;20;15;9;"Samstag"
36;26;43;3;19;45;"Samstag"
3;10;24;31;48;9;"Samstag"
32;3;28;40;49;14;"Samstag"
39;10;3;42;32;17;"Samstag"
13;24;35;19;20;3;"Samstag"
8;35;2;38;3;34;"Samstag"
3;16;36;38;12;39;"Samstag"
3;10;48;46;27;13;"Samstag"
45;22;49;12;30;3;"Samstag"
3;17;46;11;20;41;"Samstag"
4;15;3;28;49;25;"Samstag"
29;11;15;3;21;37;"Samstag"
10;18;21;46;3;15;"Samstag"
29;35;12;49;9;3;"Samstag"
41;44;38;3;24;19;"Samstag"
31;3;29;14;49;6;"Samstag"
6;7;28;3;10;25;"Samstag"
5;39;43;3;36;14;"Samstag"
39;32;3;5;6;38;"Samstag"
27;18;3;17;49;16;"Samstag"
47;49;20;3;22;35;"Samstag"
43;3;6;27;40;1;"Samstag"
12;25;3;4;8;1;"Samstag"
40;48;15;45;3;36;"Samstag"
